ID,Sales
T1192720,27357
T1192721,17486
T1192722,47345
T1192723,46623
T1192724,54537
T1192725,32430
T1192726,44258
T1192727,32436
T1192728,45155
T1192729,44541
T1192730,39436
T1192731,36826
T1192732,44535
T1192733,69245
T1192734,39202
T1192735,56526
T1192736,22790
T1192737,57143
T1192738,31575
T1192739,32428
T1192740,49827
T1192741,56520
T1192742,31918
T1192743,56246
T1192744,32089
T1192745,56243
T1192746,47338
T1192747,44022
T1192748,45725
T1192749,44540
T1192750,33051
T1192751,33045
T1192752,57137
T1192753,42664
T1192754,57121
T1192755,60346
T1192756,69230
T1192757,18103
T1192758,22557
T1192759,32092
T1192760,22792
T1192761,33161
T1192762,56244
T1192763,45157
T1192764,33049
T1192765,46010
T1192766,37719
T1192767,44535
T1192768,28507
T1192769,32146
T1192770,46625
T1192771,69252
T1192772,27886
T1192773,16972
T1192774,69246
T1192775,57139
T1192776,27871
T1192777,32149
T1192778,44261
T1192779,37098
T1192780,40001
T1192781,55055
T1192782,16970
T1192783,32431
T1192784,44019
T1192785,56223
T1192786,22797
T1192787,33051
T1192788,49829
T1192789,18101
T1192790,69245
T1192791,47085
T1192792,22919
T1192793,55060
T1192794,32427
T1192795,44542
T1192796,32145
T1192797,31810
T1192798,33180
T1192799,29590
T1192800,48241
T1192801,39997
T1192802,32155
T1192803,44025
T1192804,46627
T1192805,27886
T1192806,56240
T1192807,40334
T1192808,32149
T1192809,44256
T1192810,32145
T1192811,68636
T1192812,57144
T1192813,39721
T1192814,56524
T1192815,46622
T1192816,36827
T1192817,44535
T1192818,39721
T1192819,44541
T1192820,56240
T1192821,36820
T1192822,33028
T1192823,44261
T1192824,46001
T1192825,31915
T1192826,46603
T1192827,32096
T1192828,37713
T1192829,19991
T1192830,37736
T1192831,49224
T1192832,42419
T1192833,43574
T1192834,44250
T1192835,37531
T1192836,32414
T1192837,56534
T1192838,24500
T1192839,31930
T1192840,42682
T1192841,47086
T1192842,69256
T1192843,57134
T1192844,57131
T1192845,44008
T1192846,27600
T1192847,18087
T1192848,56516
T1192849,45738
T1192850,32268
T1192851,57131
T1192852,44519
T1192853,56516
T1192854,40626
T1192855,39982
T1192856,39705
T1192857,37704
T1192858,44528
T1192859,32438
T1192860,33064
T1192861,45166
T1192862,37734
T1192863,42942
T1192864,46638
T1192865,36614
T1192866,32414
T1192867,27907
T1192868,44238
T1192869,22925
T1192870,31907
T1192871,42655
T1192872,39982
T1192873,27626
T1192874,46612
T1192875,17473
T1192876,37116
T1192877,46633
T1192878,33055
T1192879,29068
T1192880,27593
T1192881,69266
T1192882,57148
T1192883,46616
T1192884,47091
T1192885,46639
T1192886,46606
T1192887,25409
T1192888,45166
T1192889,44029
T1192890,32142
T1192891,32420
T1192892,25429
T1192893,32136
T1192894,44005
T1192895,57156
T1192896,44003
T1192897,45166
T1192898,24533
T1192899,31907
T1192900,32139
T1192901,22568
T1192902,22571
T1192903,18088
T1192904,36829
T1192905,32165
T1192906,36811
T1192907,68615
T1192908,44267
T1192909,27088
T1192910,56252
T1192911,32140
T1192912,28494
T1192913,32164
T1192914,45497
T1192915,32141
T1192916,35190
T1192917,22286
T1192918,57157
T1192919,32421
T1192920,27619
T1192921,28517
T1192922,47613
T1192923,18115
T1192924,32134
T1192925,37087
T1192926,56258
T1192927,59744
T1192928,32137
T1192929,57133
T1192930,42958
T1192931,36577
T1192932,32164
T1192933,46632
T1192934,25424
T1192935,22784
T1192936,57156
T1192937,46608
T1192938,31895
T1192939,69264
T1192940,56533
T1192941,32141
T1192942,22784
T1192943,33033
T1192944,42653
T1192945,44523
T1192946,44242
T1192947,22784
T1192948,44546
T1192949,22565
T1192950,47332
T1192951,47350
T1192952,56257
T1192953,49196
T1192954,27600
T1192955,19989
T1192956,32446
T1192957,57134
T1192958,44522
T1192959,35041
T1192960,40630
T1192961,36801
T1192962,36801
T1192963,31904
T1192964,55043
T1192965,17493
T1192966,31904
T1192967,45989
T1192968,57121
T1192969,31906
T1192970,56017
T1192971,44522
T1192972,44553
T1192973,44036
T1192974,30194
T1192975,58739
T1192976,32422
T1192977,46602
T1192978,33039
T1192979,47089
T1192980,46638
T1192981,25425
T1192982,57156
T1192983,56015
T1192984,56235
T1192985,44524
T1192986,27899
T1192987,32160
T1192988,29295
T1192989,22283
T1192990,32410
T1192991,44520
T1192992,57153
T1192993,69261
T1192994,24786
T1192995,39434
T1192996,28489
T1192997,57129
T1192998,27592
T1192999,31901
T1193000,44556
T1193001,28515
T1193002,23091
T1193003,28488
T1193004,56231
T1193005,44532
T1193006,56254
T1193007,24809
T1193008,31903
T1193009,49845
T1193010,32131
T1193011,44009
T1193012,55990
T1193013,56503
T1193014,23697
T1193015,17189
T1193016,57154
T1193017,56002
T1193018,48245
T1193019,22312
T1193020,28503
T1193021,25404
T1193022,28526
T1193023,27903
T1193024,33035
T1193025,46634
T1193026,42931
T1193027,32138
T1193028,36887
T1193029,27627
T1193030,32443
T1193031,27604
T1193032,47111
T1193033,40629
T1193034,48227
T1193035,40356
T1193036,23087
T1193037,57147
T1193038,16954
T1193039,57136
T1193040,47322
T1193041,59442
T1193042,54546
T1193043,31925
T1193044,49817
T1193045,69262
T1193046,29579
T1193047,49841
T1193048,32425
T1193049,46629
T1193050,37709
T1193051,18113
T1193052,58724
T1193053,27357
T1193054,18089
T1193055,37116
T1193056,28490
T1193057,27631
T1193058,34671
T1193059,34888
T1193060,32129
T1193061,23069
T1193062,31920
T1193063,40011
T1193064,56517
T1193065,33042
T1193066,47327
T1193067,22930
T1193068,32105
T1193069,68620
T1193070,27896
T1193071,58737
T1193072,40010
T1193073,68644
T1193074,33198
T1193075,44521
T1193076,29602
T1193077,57129
T1193078,58747
T1193079,45137
T1193080,37089
T1193081,28491
T1193082,35199
T1193083,32412
T1193084,19471
T1193085,57136
T1193086,35038
T1193087,30194
T1193088,39202
T1193089,29579
T1193090,48227
T1193091,46632
T1193092,33039
T1193093,69261
T1193094,55060
T1193095,56240
T1193096,25425
T1193097,32427
T1193098,27903
T1193099,18113
T1193100,40629
T1193101,36577
T1193102,44524
T1193103,32164
T1193104,29295
T1193105,57139
T1193106,42958
T1193107,31904
T1193108,57133
T1193109,57121
T1193110,47338
T1193111,57156
T1193112,34420
T1193113,69237
T1193114,56231
T1193115,45137
T1193116,56257
T1193117,56254
T1193118,17486
T1193119,22286
T1193120,32092
T1193121,44009
T1193122,56536
T1193123,32164
T1193124,56252
T1193125,45155
T1193126,28494
T1193127,32140
T1193128,46603
T1193129,57129
T1193130,44036
T1193131,27619
T1193132,44535
T1193133,68124
T1193134,33051
T1193135,46608
T1193136,22784
T1193137,22784
T1193138,18089
T1193139,29590
T1193140,46602
T1193141,27614
T1193142,48241
T1193143,44242
T1193144,44535
T1193145,33033
T1193146,59744
T1193147,18115
T1193148,31915
T1193149,32421
T1193150,32160
T1193151,25404
T1193152,31810
T1193153,68620
T1193154,32139
T1193155,45166
T1193156,40001
T1193157,32136
T1193158,40010
T1193159,34888
T1193160,69246
T1193161,32420
T1193162,22571
T1193163,37536
T1193164,45166
T1193165,56223
T1193166,44008
T1193167,37733
T1193168,69252
T1193169,17189
T1193170,44535
T1193171,36614
T1193172,47086
T1193173,42682
T1193174,39997
T1193175,56534
T1193176,49826
T1193177,17473
T1193178,45153
T1193179,36820
T1193180,37089
T1193181,36811
T1193182,23087
T1193183,33051
T1193184,37116
T1193185,57144
T1193186,47091
T1193187,46633
T1193188,32129
T1193189,47327
T1193190,46612
T1193191,42655
T1193192,37116
T1193193,29602
T1193194,22568
T1193195,44238
T1193196,44541
T1193197,40011
T1193198,18088
T1193199,56240
T1193200,49817
T1193201,44010
T1193202,24809
T1193203,57131
T1193204,44536
T1193205,45738
T1193206,18103
T1193207,45269
T1193208,16954
T1193209,44267
T1193210,16970
T1193211,55043
T1193212,32410
T1193213,22790
T1193214,56246
T1193215,32443
T1193216,40630
T1193217,32138
T1193218,44256
T1193219,17493
T1193220,46634
T1193221,27600
T1193222,49196
T1193223,33035
T1193224,47350
T1193225,56526
T1193226,31904
T1193227,31925
T1193228,57131
T1193229,49817
T1193230,28507
T1193231,47085
T1193232,42419
T1193233,69262
T1193234,31575
T1193235,58732
T1193236,19991
T1193237,31901
T1193238,24786
T1193239,27600
T1193240,49224
T1193241,18087
T1193242,54537
T1193243,57153
T1193244,45166
T1193245,44541
T1193246,44019
T1193247,69262
T1193248,44528
T1193249,37734
T1193250,55055
T1193251,32268
T1193252,40626
T1193253,44025
T1193254,44261
T1193255,32137
T1193256,60346
T1193257,58730
T1193258,36829
T1193259,25409
T1193260,45135
T1193261,46639
T1193262,45157
T1193263,22925
T1193264,31907
T1193265,39982
T1193266,27626
T1193267,32145
T1193268,33055
T1193269,29068
T1193270,46606
T1193271,27593
T1193272,57148
T1193273,69230
T1193274,68636
T1193275,44257
T1193276,46616
T1193277,32431
T1193278,27357
T1193279,31920
T1193280,45149
T1193281,32105
T1193282,37098
T1193283,44521
T1193284,58737
T1193285,69266
T1193286,56517
T1193287,31907
T1193288,24533
T1193289,33064
T1193290,39436
T1193291,42942
T1193292,22557
T1193293,39982
T1193294,37531
T1193295,37713
T1193296,37736
T1193297,49829
T1193298,43574
T1193299,44250
T1193300,32414
T1193301,31918
T1193302,69245
T1193303,24500
T1193304,68627
T1193305,32430
T1193306,69256
T1193307,57134
T1193308,32414
T1193309,27907
T1193310,44029
T1193311,32142
T1193312,44258
T1193313,44005
T1193314,32096
T1193315,44261
T1193316,44003
T1193317,31930
T1193318,32438
T1193319,33198
T1193320,28491
T1193321,28503
T1193322,36887
T1193323,40334
T1193324,56524
T1193325,57147
T1193326,57136
T1193327,47322
T1193328,27627
T1193329,48245
T1193330,68109
T1193331,27592
T1193332,32155
T1193333,39721
T1193334,46629
T1193335,44556
T1193336,39994
T1193337,23697
T1193338,32425
T1193339,35199
T1193340,34671
T1193341,23069
T1193342,40598
T1193343,32412
T1193344,27896
T1193345,32436
T1193346,27631
T1193347,46623
T1193348,57136
T1193349,32131
T1193350,18101
T1193351,28526
T1193352,44022
T1193353,16972
T1193354,58747
T1193355,19471
T1193356,45725
T1193357,58724
T1193358,55990
T1193359,27886
T1193360,49845
T1193361,40623
T1193362,28489
T1193363,44532
T1193364,28488
T1193365,56503
T1193366,36827
T1193367,56243
T1193368,44520
T1193369,39434
T1193370,23091
T1193371,54546
T1193372,32089
T1193373,57137
T1193374,59442
T1193375,27871
T1193376,22283
T1193377,40356
T1193378,59219
T1193379,39712
T1193380,42931
T1193381,46010
T1193382,37704
T1193383,46627
T1193384,46001
T1193385,56235
T1193386,42664
T1193387,45989
T1193388,32145
T1193389,32446
T1193390,34900
T1193391,34673
T1193392,39196
T1193393,56015
T1193394,47332
T1193395,22919
T1193396,36801
T1193397,31895
T1193398,19989
T1193399,57134
T1193400,44522
T1193401,36826
T1193402,42653
T1193403,57156
T1193404,49827
T1193405,58746
T1193406,44542
T1193407,56258
T1193408,33180
T1193409,32134
T1193410,34905
T1193411,44546
T1193412,59721
T1193413,28517
T1193414,44522
T1193415,31906
T1193416,44553
T1193417,57157
T1193418,58739
T1193419,32422
T1193420,57143
T1193421,37087
T1193422,32141
T1193423,45497
T1193424,56244
T1193425,47089
T1193426,32141
T1193427,35041
T1193428,35190
T1193429,36801
T1193430,44540
T1193431,56533
T1193432,32146
T1193433,32165
T1193434,56516
T1193435,37532
T1193436,34892
T1193437,44523
T1193438,27899
T1193439,57121
T1193440,69245
T1193441,33049
T1193442,39705
T1193443,44519
T1193444,69264
T1193445,32149
T1193446,56516
T1193447,46638
T1193448,47345
T1193449,68615
T1193450,57156
T1193451,39714
T1193452,34933
T1193453,39465
T1193454,45039
T1193455,29584
T1193456,25390
T1193457,51838
T1193458,39713
T1193459,67647
T1193460,63559
T1193461,35173
T1193462,39465
T1193463,39733
T1193464,34396
T1193465,25415
T1193466,76563
T1193467,64458
T1193468,39435
T1193469,27283
T1193470,30393
T1193471,25417
T1193472,76563
T1193473,39734
T1193474,35795
T1193475,64458
T1193476,63544
T1193477,39202
T1193478,29587
T1193479,24489
T1193480,51824
T1193481,30393
T1193482,24256
T1193483,39217
T1193484,54624
T1193485,51857
T1193486,54640
T1193487,39196
T1193488,67045
T1193489,55528
T1193490,63837
T1193491,64455
T1193492,64431
T1193493,52442
T1193494,34929
T1193495,53909
T1193496,34893
T1193497,47023
T1193498,49954
T1193499,76565
T1193500,63826
T1193501,47899
T1193502,39432
T1193503,24491
T1193504,63546
T1193505,40331
T1193506,35550
T1193507,39711
T1193508,39744
T1193509,64423
T1193510,44389
T1193511,50233
T1193512,64458
T1193513,42201
T1193514,39215
T1193515,52456
T1193516,40337
T1193517,35828
T1193518,63828
T1193519,24788
T1193520,44189
T1193521,47930
T1193522,51544
T1193523,50249
T1193524,63291
T1193525,39731
T1193526,39715
T1193527,63809
T1193528,30235
T1193529,39452
T1193530,35824
T1193531,39201
T1193532,44838
T1193533,64422
T1193534,35209
T1193535,39198
T1193536,39437
T1193537,39716
T1193538,51557
T1193539,35195
T1193540,29872
T1193541,44390
T1193542,31834
T1193543,57128
T1193544,53907
T1193545,30221
T1193546,39231
T1193547,49983
T1193548,39450
T1193549,31801
T1193550,66048
T1193551,45035
T1193552,45005
T1193553,40365
T1193554,29858
T1193555,25389
T1193556,52570
T1193557,44418
T1193558,47284
T1193559,40351
T1193560,66031
T1193561,34899
T1193562,53039
T1193563,57131
T1193564,25404
T1193565,66034
T1193566,54387
T1193567,39715
T1193568,49720
T1193569,50236
T1193570,35809
T1193571,45038
T1193572,39466
T1193573,39229
T1193574,44102
T1193575,25389
T1193576,54629
T1193577,64444
T1193578,27299
T1193579,39714
T1193580,39747
T1193581,35205
T1193582,39570
T1193583,40499
T1193584,25402
T1193585,47900
T1193586,39716
T1193587,24784
T1193588,27004
T1193589,53026
T1193590,40482
T1193591,30081
T1193592,47298
T1193593,55542
T1193594,45034
T1193595,66049
T1193596,35789
T1193597,25388
T1193598,44417
T1193599,34659
T1193600,44391
T1193601,39747
T1193602,40350
T1193603,63558
T1193604,44417
T1193605,53941
T1193606,35175
T1193607,49956
T1193608,53291
T1193609,34928
T1193610,39717
T1193611,51304
T1193612,45021
T1193613,54393
T1193614,64445
T1193615,30389
T1193616,66047
T1193617,64457
T1193618,51558
T1193619,64460
T1193620,44121
T1193621,39733
T1193622,54390
T1193623,34894
T1193624,64438
T1193625,41721
T1193626,39455
T1193627,64439
T1193628,54387
T1193629,53929
T1193630,26769
T1193631,27289
T1193632,27292
T1193633,34901
T1193634,39444
T1193635,39223
T1193636,64436
T1193637,64450
T1193638,61839
T1193639,40360
T1193640,39722
T1193641,75929
T1193642,52437
T1193643,35820
T1193644,64433
T1193645,63548
T1193646,39220
T1193647,39443
T1193648,50876
T1193649,45014
T1193650,39461
T1193651,32724
T1193652,30091
T1193653,39205
T1193654,39208
T1193655,64433
T1193656,63836
T1193657,31808
T1193658,52454
T1193659,39462
T1193660,44112
T1193661,52451
T1193662,44400
T1193663,39222
T1193664,53935
T1193665,53918
T1193666,39432
T1193667,53913
T1193668,29869
T1193669,63830
T1193670,64450
T1193671,50243
T1193672,63541
T1193673,24262
T1193674,40360
T1193675,39440
T1193676,39446
T1193677,40356
T1193678,39735
T1193679,39209
T1193680,30226
T1193681,39721
T1193682,32710
T1193683,40360
T1193684,44130
T1193685,51837
T1193686,24774
T1193687,34630
T1193688,24795
T1193689,34902
T1193690,39736
T1193691,63317
T1193692,53924
T1193693,39728
T1193694,39724
T1193695,66040
T1193696,30085
T1193697,53933
T1193698,43879
T1193699,39207
T1193700,53303
T1193701,50260
T1193702,64434
T1193703,27286
T1193704,51562
T1193705,67022
T1193706,42206
T1193707,44833
T1193708,35819
T1193709,39447
T1193710,42193
T1193711,39442
T1193712,52798
T1193713,63834
T1193714,39442
T1193715,30384
T1193716,39439
T1193717,49966
T1193718,39740
T1193719,53931
T1193720,39442
T1193721,63553
T1193722,54651
T1193723,39219
T1193724,54646
T1193725,39740
T1193726,63818
T1193727,39206
T1193728,44103
T1193729,39729
T1193730,32726
T1193731,63818
T1193732,39713
T1193733,40340
T1193734,76547
T1193735,53905
T1193736,75426
T1193737,35200
T1193738,34915
T1193739,44127
T1193740,53904
T1193741,64435
T1193742,27290
T1193743,34921
T1193744,51836
T1193745,54634
T1193746,39723
T1193747,41975
T1193748,39447
T1193749,63536
T1193750,30085
T1193751,63819
T1193752,46497
T1193753,40353
T1193754,53930
T1193755,53936
T1193756,39439
T1193757,44128
T1193758,47013
T1193759,24271
T1193760,66520
T1193761,54636
T1193762,39213
T1193763,45010
T1193764,35528
T1193765,64438
T1193766,64454
T1193767,32088
T1193768,34628
T1193769,53311
T1193770,32110
T1193771,63805
T1193772,51312
T1193773,64446
T1193774,39726
T1193775,63524
T1193776,49740
T1193777,35791
T1193778,32705
T1193779,64440
T1193780,42339
T1193781,50253
T1193782,39737
T1193783,35198
T1193784,30370
T1193785,76538
T1193786,29864
T1193787,63556
T1193788,63542
T1193789,39727
T1193790,35804
T1193791,39203
T1193792,30999
T1193793,63532
T1193794,40352
T1193795,39456
T1193796,75411
T1193797,55546
T1193798,24773
T1193799,64437
T1193800,64449
T1193801,35204
T1193802,47295
T1193803,47924
T1193804,39227
T1193805,36903
T1193806,35203
T1193807,64440
T1193808,63814
T1193809,38880
T1193810,39430
T1193811,35188
T1193812,24273
T1193813,66026
T1193814,57118
T1193815,64423
T1193816,51554
T1193817,75644
T1193818,45021
T1193819,66025
T1193820,39456
T1193821,53291
T1193822,56210
T1193823,75411
T1193824,66047
T1193825,39736
T1193826,34915
T1193827,75424
T1193828,39724
T1193829,66498
T1193830,51840
T1193831,41975
T1193832,34929
T1193833,39747
T1193834,75933
T1193835,64449
T1193836,35200
T1193837,53026
T1193838,63809
T1193839,30235
T1193840,44127
T1193841,66731
T1193842,64435
T1193843,51558
T1193844,64460
T1193845,46766
T1193846,64437
T1193847,39716
T1193848,67654
T1193849,39398
T1193850,66742
T1193851,42328
T1193852,36381
T1193853,47001
T1193854,43106
T1193855,39750
T1193856,47912
T1193857,52451
T1193858,64423
T1193859,35819
T1193860,39196
T1193861,30370
T1193862,47306
T1193863,51550
T1193864,53931
T1193865,51845
T1193866,47900
T1193867,52798
T1193868,63546
T1193869,76531
T1193870,46497
T1193871,44389
T1193872,76566
T1193873,40499
T1193874,47040
T1193875,39713
T1193876,76566
T1193877,51543
T1193878,39714
T1193879,42206
T1193880,39432
T1193881,51330
T1193882,64444
T1193883,47295
T1193884,66040
T1193885,51315
T1193886,44400
T1193887,38880
T1193888,39727
T1193889,39747
T1193890,65410
T1193891,52589
T1193892,25402
T1193893,29864
T1193894,27299
T1193895,30393
T1193896,39740
T1193897,75667
T1193898,67022
T1193899,47899
T1193900,39716
T1193901,64439
T1193902,44818
T1193903,39450
T1193904,51316
T1193905,39452
T1193906,39223
T1193907,64436
T1193908,52464
T1193909,34628
T1193910,49740
T1193911,39715
T1193912,30393
T1193913,27283
T1193914,39731
T1193915,64450
T1193916,51339
T1193917,39443
T1193918,75399
T1193919,75929
T1193920,64438
T1193921,41692
T1193922,52437
T1193923,35175
T1193924,51554
T1193925,65419
T1193926,47316
T1193927,66031
T1193928,39197
T1193929,40350
T1193930,45039
T1193931,42201
T1193932,51316
T1193933,53907
T1193934,42334
T1193935,43942
T1193936,39726
T1193937,47295
T1193938,64439
T1193939,39714
T1193940,66036
T1193941,35173
T1193942,75652
T1193943,53941
T1193944,27289
T1193945,39198
T1193946,51551
T1193947,53918
T1193948,43909
T1193949,45038
T1193950,66038
T1193951,24262
T1193952,39215
T1193953,53941
T1193954,75925
T1193955,56236
T1193956,51847
T1193957,44103
T1193958,52458
T1193959,76557
T1193960,34899
T1193961,39466
T1193962,47935
T1193963,75925
T1193964,32081
T1193965,35528
T1193966,47898
T1193967,39713
T1193968,47924
T1193969,66048
T1193970,45005
T1193971,54646
T1193972,34630
T1193973,39220
T1193974,35789
T1193975,54636
T1193976,51823
T1193977,50876
T1193978,45023
T1193979,57122
T1193980,63805
T1193981,66520
T1193982,63830
T1193983,47036
T1193984,47002
T1193985,32724
T1193986,35176
T1193987,29858
T1193988,62351
T1193989,50233
T1193990,52473
T1193991,63819
T1193992,47013
T1193993,35550
T1193994,56238
T1193995,51546
T1193996,53924
T1193997,35820
T1193998,75632
T1193999,51838
T1194000,39213
T1194001,57143
T1194002,39722
T1194003,40360
T1194004,49731
T1194005,25389
T1194006,64455
T1194007,50249
T1194008,44418
T1194009,47009
T1194010,54387
T1194011,39734
T1194012,45010
T1194013,26769
T1194014,66034
T1194015,27292
T1194016,64454
T1194017,61828
T1194018,39202
T1194019,52570
T1194020,39570
T1194021,66494
T1194022,75655
T1194023,39219
T1194024,54651
T1194025,51819
T1194026,34902
T1194027,52445
T1194028,51557
T1194029,44390
T1194030,36902
T1194031,64422
T1194032,66043
T1194033,57118
T1194034,39439
T1194035,39744
T1194036,51313
T1194037,42199
T1194038,50236
T1194039,39461
T1194040,39227
T1194041,24256
T1194042,64433
T1194043,25404
T1194044,36379
T1194045,65147
T1194046,47916
T1194047,63558
T1194048,76540
T1194049,62091
T1194050,35191
T1194051,30081
T1194052,53913
T1194053,35203
T1194054,62064
T1194055,39432
T1194056,27004
T1194057,53935
T1194058,66501
T1194059,63814
T1194060,41977
T1194061,64445
T1194062,42496
T1194063,44112
T1194064,56229
T1194065,52454
T1194066,35205
T1194067,52460
T1194068,44391
T1194069,66736
T1194070,56525
T1194071,51569
T1194072,36903
T1194073,56525
T1194074,37497
T1194075,75649
T1194076,63836
T1194077,31808
T1194078,39729
T1194079,62073
T1194080,39201
T1194081,44838
T1194082,44218
T1194083,76563
T1194084,39721
T1194085,40360
T1194086,36599
T1194087,39735
T1194088,51312
T1194089,51548
T1194090,35195
T1194091,64446
T1194092,39437
T1194093,29872
T1194094,57128
T1194095,45034
T1194096,40360
T1194097,24774
T1194098,64440
T1194099,44196
T1194100,44813
T1194101,35824
T1194102,39717
T1194103,75649
T1194104,30085
T1194105,24788
T1194106,66017
T1194107,39203
T1194108,54937
T1194109,39728
T1194110,52442
T1194111,66041
T1194112,63837
T1194113,27286
T1194114,63828
T1194115,64431
T1194116,41721
T1194117,40348
T1194118,51549
T1194119,75640
T1194120,75661
T1194121,47903
T1194122,40331
T1194123,51573
T1194124,55986
T1194125,51573
T1194126,75664
T1194127,24489
T1194128,39455
T1194129,30384
T1194130,51550
T1194131,49954
T1194132,42339
T1194133,25415
T1194134,64458
T1194135,63834
T1194136,42193
T1194137,39717
T1194138,64438
T1194139,37498
T1194140,39447
T1194141,39733
T1194142,44833
T1194143,76565
T1194144,34396
T1194145,76538
T1194146,64434
T1194147,55540
T1194148,39455
T1194149,50260
T1194150,50253
T1194151,52460
T1194152,51325
T1194153,39430
T1194154,24773
T1194155,39229
T1194156,39729
T1194157,44834
T1194158,76565
T1194159,35822
T1194160,39436
T1194161,54640
T1194162,34915
T1194163,25388
T1194164,24784
T1194165,52448
T1194166,76548
T1194167,42193
T1194168,47312
T1194169,67650
T1194170,75426
T1194171,37525
T1194172,55528
T1194173,53905
T1194174,64455
T1194175,47028
T1194176,41695
T1194177,51313
T1194178,39728
T1194179,53904
T1194180,51830
T1194181,31925
T1194182,37733
T1194183,42952
T1194184,40004
T1194185,44543
T1194186,27904
T1194187,40634
T1194188,56526
T1194189,57832
T1194190,35038
T1194191,57147
T1194192,44517
T1194193,46640
T1194194,28521
T1194195,18113
T1194196,40623
T1194197,48934
T1194198,58742
T1194199,39739
T1194200,29079
T1194201,68632
T1194202,19702
T1194203,17494
T1194204,23091
T1194205,23092
T1194206,32433
T1194207,32155
T1194208,57154
T1194209,19981
T1194210,57153
T1194211,27627
T1194212,35805
T1194213,56503
T1194214,32448
T1194215,56536
T1194216,58118
T1194217,45159
T1194218,59219
T1194219,34420
T1194220,68362
T1194221,36917
T1194222,29077
T1194223,42439
T1194224,60353
T1194225,69262
T1194226,29594
T1194227,28248
T1194228,22563
T1194229,40010
T1194230,37737
T1194231,57145
T1194232,57154
T1194233,46623
T1194234,58736
T1194235,27902
T1194236,68330
T1194237,32443
T1194238,32153
T1194239,44268
T1194240,68360
T1194241,34673
T1194242,46602
T1194243,32446
T1194244,35027
T1194245,30223
T1194246,32096
T1194247,39727
T1194248,31928
T1194249,36826
T1194250,27614
T1194251,22934
T1194252,27899
T1194253,68124
T1194254,69263
T1194255,32165
T1194256,37533
T1194257,45157
T1194258,60349
T1194259,44546
T1194260,31917
T1194261,56257
T1194262,58746
T1194263,47350
T1194264,47345
T1194265,44271
T1194266,32435
T1194267,48908
T1194268,58746
T1194269,69264
T1194270,23083
T1194271,45497
T1194272,56244
T1194273,57156
T1194274,56533
T1194275,28517
T1194276,69264
T1194277,69264
T1194278,32432
T1194279,34905
T1194280,37532
T1194281,45135
T1194282,32439
T1194283,68366
T1194284,44272
T1194285,42958
T1194286,46631
T1194287,69229
T1194288,57143
T1194289,47636
T1194290,32446
T1194291,68123
T1194292,58739
T1194293,19985
T1194294,44023
T1194295,32153
T1194296,36801
T1194297,28523
T1194298,45172
T1194299,33049
T1194300,33058
T1194301,32434
T1194302,46639
T1194303,45163
T1194304,27893
T1194305,22571
T1194306,39734
T1194307,33059
T1194308,69256
T1194309,49223
T1194310,56529
T1194311,35033
T1194312,34676
T1194313,44539
T1194314,35195
T1194315,44028
T1194316,46633
T1194317,32129
T1194318,57144
T1194319,19998
T1194320,46629
T1194321,45159
T1194322,33198
T1194323,28488
T1194324,49223
T1194325,57158
T1194326,31578
T1194327,58735
T1194328,48936
T1194329,29601
T1194330,25423
T1194331,37721
T1194332,57121
T1194333,43574
T1194334,32159
T1194335,18103
T1194336,57845
T1194337,68354
T1194338,37736
T1194339,31918
T1194340,28519
T1194341,37536
T1194342,49842
T1194343,57149
T1194344,37116
T1194345,31921
T1194346,32150
T1194347,33058
T1194348,19468
T1194349,40015
T1194350,19988
T1194351,58732
T1194352,19991
T1194353,54789
T1194354,36641
T1194355,44038
T1194356,56534
T1194357,32412
T1194358,17482
T1194359,22780
T1194360,49821
T1194361,59430
T1194362,32427
T1194363,34892
T1194364,40611
T1194365,32142
T1194366,37709
T1194367,27600
T1194368,68097
T1194369,27597
T1194370,58730
T1194371,42935
T1194372,45288
T1194373,68347
T1194374,59435
T1194375,39712
T1194376,57133
T1194377,44012
T1194378,27889
T1194379,47334
T1194380,46606
T1194381,32268
T1194382,37088
T1194383,57136
T1194384,56508
T1194385,44012
T1194386,32135
T1194387,39699
T1194388,32420
T1194389,29297
T1194390,23069
T1194391,68624
T1194392,18087
T1194393,34900
T1194394,44010
T1194395,32414
T1194396,34897
T1194397,45153
T1194398,44248
T1194399,32425
T1194400,44245
T1194401,32416
T1194402,44257
T1194403,31895
T1194404,59193
T1194405,42429
T1194406,27874
T1194407,36894
T1194408,68109
T1194409,48927
T1194410,57131
T1194411,24780
T1194412,57134
T1194413,27326
T1194414,54526
T1194415,17472
T1194416,31902
T1194417,54762
T1194418,45149
T1194419,47338
T1194420,46603
T1194421,44529
T1194422,31900
T1194423,32413
T1194424,34390
T1194425,22557
T1194426,68348
T1194427,58724
T1194428,22784
T1194429,36608
T1194430,68338
T1194431,16960
T1194432,44248
T1194433,32414
T1194434,32149
T1194435,32136
T1194436,30195
T1194437,27095
T1194438,37516
T1194439,49826
T1194440,69247
T1194441,44521
T1194442,32138
T1194443,69237
T1194444,37704
T1194445,57139
T1194446,32430
T1194447,27875
T1194448,37089
T1194449,44250
T1194450,45146
T1194451,32424
T1194452,42931
T1194453,44014
T1194454,44536
T1194455,18087
T1194456,48685
T1194457,31911
T1194458,59199
T1194459,46616
T1194460,37511
T1194461,40597
T1194462,31897
T1194463,34891
T1194464,37720
T1194465,56517
T1194466,47086
T1194467,32427
T1194468,55049
